rep,n_loans,central_trapped_b,central_share_pct,null_trapped_b,null_share_pct,marginal_b,marginal_pp
29,65309,767.958725618492,100.41980774487065,728.5372683944147,95.26497972689836,39.42145722407736,5.154828017972292
30,73743,764.0105438078252,99.903535652188,711.0685237504146,92.98073199303487,52.94202005741067,6.922803659153132
31,78172,765.0953794719705,100.04539091757418,718.0140407657713,93.88894158829551,47.08133870619929,6.156449329278672
32,73964,769.2341865557823,100.58658954945999,726.3400280332869,94.97766421465384,42.894158522495445,5.608925334806145
33,94523,762.80462225376,99.74584695541971,716.8267301124023,93.73368648985422,45.977892141357756,6.012160465565486
34,65822,769.8003579814824,100.66062324921859,732.457808575284,95.77763734518619,37.34254940619837,4.882985904032395
35,62557,764.2085191117701,99.92942329601203,719.3701491905795,94.0662690184784,44.83836992119063,5.8631542775336385
36,75679,771.4274008998468,100.87337861171963,731.8320320498124,95.69580956423546,39.59536885003445,5.17756904748417
37,65969,767.3896520766344,100.3453945586411,725.799473971377,94.90698029224774,41.59017810525745,5.438414266393366
38,58673,766.8710462138437,100.27758062633,721.4280941810841,94.33536999148909,45.442952032759536,5.942210634840919
39,59675,762.7232734974965,99.73520963053262,723.2329739159943,94.57137964921688,39.4902995815022,5.163829981315743
40,57038,757.8259184057617,99.09482175503281,701.8231907341797,91.7717938912119,56.00272767158208,7.323027863820911
41,78236,768.0290521706969,100.4290037844704,725.0014681439295,94.80263146580916,43.027584026767386,5.6263723186612395
42,73423,764.5527154940197,99.97443109835733,716.7463324919751,93.72317353737758,47.80638300204464,6.251257560979752
43,90737,768.0964667208094,100.4378190448948,727.5994882543697,95.14235373382245,40.496978466439714,5.295465311072348
44,67814,766.2410170739532,100.19519676507431,720.0926444712047,94.16074393588822,46.14837260274851,6.034452829186094
45,55558,773.4105115056957,101.132694092009,735.6153252330831,96.19052049261323,37.79518627261257,4.9421735993957725
46,82278,768.5305760816512,100.49458404684313,725.9031087442046,94.92053178090966,42.62746733744666,5.574052265933474
47,86711,762.6213028149963,99.72187574162598,722.4425248555311,94.46801896063313,40.17877795946515,5.253856780992848
48,67127,766.9635668162396,100.28967880399908,720.8458700204328,94.25923720423553,46.11769679580675,6.030441599763549
49,76827,771.1092790491357,100.83178036688933,729.8982135681147,95.44293961996969,41.21106548102102,5.388840746919641
50,73684,767.2583836950913,100.32822964443702,718.4502502706756,93.94598120925131,48.8081334244157,6.382248435185701
51,58035,766.3131389670593,100.20462756701498,725.5654632834425,94.87638059006491,40.747675683616876,5.328246976950069
52,76049,765.2875449632672,100.07051885876098,724.3466118364869,94.71700115482996,40.94093312678035,5.3535177039310184
53,70713,764.6663004155454,99.98928368821903,715.1150829241911,93.50986810504612,49.55121749135424,6.4794155831729086
54,89111,764.3900817367146,99.9531647853426,724.0378907537744,94.67663217308838,40.352190982940215,5.276532612254215
55,77550,766.5575293840981,100.23658454318442,722.7986622635597,94.51458819521821,43.75886712053841,5.721996347966211
56,65352,768.1229028820353,100.44127588982572,728.7228742640184,95.28924991892842,39.400028618016904,5.152025970897299
57,62602,762.7778513184584,99.74234633476593,719.3859418241616,94.06833409460188,43.39190949429678,5.674012240164046
58,61754,768.6918533000568,100.51567297613798,730.75520686246,95.55500176469953,37.93664643759678,4.960671211438452
59,79977,767.4414123597066,100.35216283602576,730.6994959847849,95.54771689972071,36.74191637492174,4.804445936305044
60,63371,763.5956683383552,99.84928571206433,710.1551420961797,92.86129639440672,53.44052624217545,6.987989317657608
61,102090,768.0446345923182,100.43104137286052,724.4613498794583,94.73200452914143,43.583284712859836,5.699036843719085
62,77703,771.388372566668,100.86827518938237,735.9498888786746,96.2342686991873,35.43848368799331,4.634006490195077
63,75732,765.0629248755197,100.04114709010364,721.3543114945263,94.32572202089918,43.70861338099337,5.715425069204457
64,80250,767.8150949918385,100.40102631895063,724.0147761043966,94.67360965564157,43.800318887441904,5.727416663309057
65,63786,766.2939788254411,100.20212214885449,719.8515914079541,94.12922335872639,46.442387417487,6.072898790128093
66,95342,765.7943006652162,100.13678324051187,725.5479404772477,94.87408927313534,40.246360187968435,5.262693967376535
67,70767,769.5635833754171,100.62966213161322,729.6225217599692,95.40688961175017,39.94106161544789,5.222772519863042
68,63622,767.1844649698456,100.31856388515817,724.1704606058559,94.69396727016417,43.014004363989784,5.6245966149940045
69,87413,767.512754677116,100.36149169910047,724.1938942031143,94.6970314938691,43.31886047400178,5.664460205231364
70,78985,763.9176786963441,99.89139242582692,718.6217365390851,93.96840509419474,45.29594215725899,5.922987331632186
71,47163,763.7170988225557,99.86516420327878,720.6604982543637,94.23499762404846,43.05660056819204,5.63016657923032
72,85965,765.842880367537,100.14313561884241,725.5166398603351,94.86999634232043,40.326240507201874,5.273139276521974
